id,user,uid,version,changeset,timestamp 
147571453,MasterOfKittens,454443,1,10515485,2012-01-27T19:27:29Z
147708645,TheDutchMan13,1330847,5,49210345,2017-06-03T00:57:02Z
147713387,MasterOfKittens,454443,1,10523865,2012-01-28T18:46:50Z
147715908,MasterOfKittens,454443,1,10524122,2012-01-28T19:14:07Z
147854639,Dr Kludge,292665,6,42336883,2016-09-22T02:22:10Z
147944634,mash84121,1501508,4,38328053,2016-04-05T18:46:29Z
147944732,mvexel,8909,1,10531372,2012-01-29T15:47:20Z
147944798,mvexel,8909,1,10531372,2012-01-29T15:47:27Z
147955985,NE2,207745,2,12828605,2012-08-23T06:07:41Z
147974143,SD Mapman,542403,2,14193759,2012-12-07T22:01:54Z
148001914,carlotta4th,5044820,3,45089458,2017-01-11T22:31:53Z
148004687,Phil Scherer,1087647,7,54111743,2017-11-27T04:48:39Z
148015886,MasterOfKittens,454443,1,10536315,2012-01-30T02:20:09Z
148059404,mash84121,1501508,4,40374628,2016-06-29T19:13:35Z
148059451,WernerP,315015,1,10538956,2012-01-30T11:42:52Z
148059486,WernerP,315015,1,10538956,2012-01-30T11:43:00Z
148219755,MasterOfKittens,454443,1,10551134,2012-01-31T16:55:43Z
148219842,MasterOfKittens,454443,1,10551134,2012-01-31T16:56:01Z
148219874,MasterOfKittens,454443,2,10733563,2012-02-19T18:58:38Z
148281638,MasterOfKittens,454443,1,10555344,2012-02-01T01:17:28Z
148346349,MasterOfKittens,454443,1,10561194,2012-02-01T18:30:38Z
148346462,MasterOfKittens,454443,1,10561194,2012-02-01T18:30:59Z
148470829,mvexel,8909,1,10568174,2012-02-02T14:59:35Z
148476178,Natfoot,567792,2,27347533,2014-12-09T02:30:16Z
148591007,mvexel,8909,1,10576465,2012-02-03T15:41:47Z
148657563,user_599436,599436,3,35857989,2015-12-10T02:50:20Z
148658145,mvexel,8909,1,10581460,2012-02-04T06:19:30Z
148783518,Bernhard W,110838,5,33057107,2015-08-02T21:36:01Z
148848654,MasterOfKittens,454443,1,10595533,2012-02-05T16:53:14Z
148848686,MasterOfKittens,454443,1,10595533,2012-02-05T16:53:19Z
148852353,MasterOfKittens,454443,1,10595865,2012-02-05T17:20:39Z
148874080,MasterOfKittens,454443,1,10597359,2012-02-05T19:35:11Z
148874105,MasterOfKittens,454443,1,10597359,2012-02-05T19:35:16Z
148874131,MasterOfKittens,454443,1,10597359,2012-02-05T19:35:22Z
148874156,MasterOfKittens,454443,1,10597359,2012-02-05T19:35:30Z
148874182,MasterOfKittens,454443,1,10597359,2012-02-05T19:35:37Z
148874225,MasterOfKittens,454443,1,10597359,2012-02-05T19:35:47Z
149028000,MasterOfKittens,454443,1,10606218,2012-02-06T19:38:42Z
149045943,mscalora,450941,3,16598242,2013-06-18T03:00:34Z
149275899,MasterOfKittens,454443,1,10618336,2012-02-07T23:23:59Z
149275941,MasterOfKittens,454443,1,10618336,2012-02-07T23:24:04Z
149291188,MasterOfKittens,454443,1,10618768,2012-02-08T00:24:25Z
149418779,richlv,47892,2,24870224,2014-08-19T20:52:06Z
149979590,osmjwh,5084396,5,52740325,2017-10-08T19:41:04Z
150429344,MasterOfKittens,454443,1,10688591,2012-02-15T00:06:23Z
150809232,TheDutchMan13,1330847,4,49182927,2017-06-02T04:35:27Z
150809283,MasterOfKittens,454443,1,10713600,2012-02-17T18:04:28Z
150809327,MasterOfKittens,454443,1,10713600,2012-02-17T18:04:33Z
150809365,MasterOfKittens,454443,1,10713600,2012-02-17T18:04:37Z
150809412,MasterOfKittens,454443,1,10713600,2012-02-17T18:04:42Z
151097368,colindt,2406578,3,26229002,2014-10-21T07:52:56Z
151112705,MasterOfKittens,454443,1,10733563,2012-02-19T18:58:14Z
151112752,Owen Johnston,3139623,2,33276169,2015-08-11T19:28:09Z
151112796,MasterOfKittens,454443,1,10733563,2012-02-19T18:58:27Z
152227847,Constable,527535,7,51437743,2017-08-25T15:24:30Z
152367483,marthaleena,5659851,6,52132473,2017-09-18T05:42:22Z
152426097,wrk3,157189,3,36253406,2015-12-30T00:11:00Z
153481230,mvexel,8909,1,10885634,2012-03-05T23:05:43Z
153515800,mash84121,1501508,5,37276030,2016-02-17T21:06:58Z
153816475,ToffeHoff,7203,1,10901447,2012-03-07T16:38:21Z
153853893,Your Village Maps,227972,2,21596880,2014-04-09T21:47:57Z
153855354,ToffeHoff,7203,1,10903103,2012-03-07T19:41:47Z
154079252,Sundance,239998,2,11002384,2012-03-16T21:01:11Z
154079286,Sundance,239998,2,11002384,2012-03-16T21:01:17Z
154079900,colindt,2406578,4,26273590,2014-10-23T09:16:12Z
154360374,MasterOfKittens,454443,1,10935476,2012-03-10T18:51:02Z
154360405,OremSteve,2414388,2,48540579,2017-05-09T18:55:57Z
154372034,Corpsecorps,623740,3,11058281,2012-03-21T23:27:59Z
154549453,Corpsecorps,623740,2,10947144,2012-03-11T19:48:53Z
154551637,mvexel,8909,1,10947382,2012-03-11T19:31:27Z
154561518,chadbunn,1058653,4,33715488,2015-08-31T22:12:15Z
154566694,mvexel,8909,1,10948585,2012-03-11T21:14:06Z
154566759,mash84121,1501508,3,38214426,2016-03-31T22:26:22Z
154624114,mvexel,8909,1,10950169,2012-03-12T00:27:34Z
154725034,mvexel,8909,1,10957084,2012-03-12T16:36:57Z
155002037,viana,348149,1,10977226,2012-03-14T12:43:59Z
155104835,Reno Editor,1282393,3,47766379,2017-04-14T05:47:17Z
155220516,mash84121,1501508,2,32759808,2015-07-20T18:04:32Z
155223635,viana,348149,1,10993778,2012-03-15T23:53:41Z
155225120,TheDutchMan13,1330847,3,49210345,2017-06-03T00:57:12Z
155225150,Ted Percival,30079,3,17142767,2013-07-29T18:08:44Z
155226794,TheDutchMan13,1330847,4,49210345,2017-06-03T00:57:20Z
155312708,mvexel,8909,3,22242475,2014-05-10T00:39:27Z
155312749,JimCraig,3488533,2,36272218,2015-12-30T21:55:35Z
155330924,PHerison,28378,2,29779997,2015-03-27T15:16:49Z
155337025,Sundance,239998,1,11002384,2012-03-16T21:01:07Z
155351951,TheDutchMan13,1330847,3,49210345,2017-06-03T00:57:26Z
155353950,mueschel,616774,5,49985295,2017-07-02T13:56:16Z
155378153,Level,105503,2,39563781,2016-05-25T18:50:33Z
155425677,JasonKing,417785,3,15718832,2013-04-13T23:16:00Z
155425711,TheDutchMan13,1330847,4,49210345,2017-06-03T00:57:33Z
155428179,Level,105503,4,53017477,2017-10-17T17:02:26Z
155428219,Level,105503,4,53644892,2017-11-09T17:19:04Z
155428258,bburgon42,151079,5,32197266,2015-06-25T05:36:04Z
155512385,Level,105503,4,46115930,2017-02-15T18:58:58Z
155512412,TheDutchMan13,1330847,3,49210345,2017-06-03T00:57:39Z
155512438,Level,105503,3,47979033,2017-04-20T17:32:39Z
155616218,Level,105503,2,37375024,2016-02-22T19:27:54Z
155737497,TheDutchMan13,1330847,2,49209938,2017-06-03T00:02:03Z
155737550,mvexel,8909,7,24339785,2014-07-24T23:00:17Z
155737623,TheDutchMan13,1330847,2,49209938,2017-06-03T00:02:08Z
155786548,TheDutchMan13,1330847,2,49209938,2017-06-03T00:02:09Z
155786586,mvexel,8909,3,27060640,2014-11-27T05:00:07Z
155807469,TheDutchMan13,1330847,2,49210345,2017-06-03T00:57:51Z
155811243,bburgon42,151079,4,18311536,2013-10-12T09:44:45Z
155875593,OremSteve,2414388,2,48126174,2017-04-25T14:00:16Z
155881312,viana,348149,1,11035247,2012-03-19T22:07:42Z
155904473,TheDutchMan13,1330847,2,49210345,2017-06-03T00:57:57Z
155904501,viana,348149,1,11036347,2012-03-19T23:39:13Z
155906732,TheDutchMan13,1330847,2,49210345,2017-06-03T00:58:04Z
155912800,viana,348149,1,11036347,2012-03-20T01:20:41Z
155912854,TheDutchMan13,1330847,3,49210345,2017-06-03T00:58:10Z
155923329,wrk3,157189,3,14182934,2012-12-07T02:29:32Z
155925683,wrk3,157189,1,11036910,2012-03-20T03:19:11Z
155926990,wrk3,157189,1,11037173,2012-03-20T03:49:58Z
155928407,wrk3,157189,4,36642497,2016-01-17T21:07:55Z
155994862,carlotta4th,5044820,2,54686499,2017-12-16T17:57:53Z
156002688,TheDutchMan13,1330847,4,49209938,2017-06-03T00:02:12Z
156126199,BreckT,2937740,2,54715072,2017-12-17T21:52:43Z
156244107,kdidenhover,635699,3,12899399,2012-08-28T23:40:48Z
156515410,MParthum,1376023,4,38186860,2016-03-31T03:14:09Z
156573643,mvexel,8909,3,17068576,2013-07-23T22:12:04Z
156728090,wrk3,157189,1,11090172,2012-03-24T23:39:52Z
156729895,wrk3,157189,1,11090317,2012-03-25T00:09:36Z
156733733,wrk3,157189,1,11090386,2012-03-25T00:26:40Z
156812903,Level,105503,5,48600679,2017-05-11T18:08:05Z
156991591,mvexel,8909,1,11108612,2012-03-26T19:23:27Z
157184183,wrk3,157189,1,11122236,2012-03-28T00:18:51Z
157185132,wrk3,157189,1,11122271,2012-03-28T00:31:46Z
157185420,wrk3,157189,1,11122278,2012-03-28T00:36:20Z
157188497,JasonKing,417785,1,11122511,2012-03-28T02:11:02Z
157333346,wrk3,157189,4,36725597,2016-01-21T18:13:47Z
157337549,JasonKing,417785,1,11133042,2012-03-29T02:29:58Z
157344867,JasonKing,417785,1,11133385,2012-03-29T04:22:17Z
157479821,JasonKing,417785,4,38337159,2016-04-06T02:38:20Z
157480485,Level,105503,8,46058051,2017-02-13T19:02:38Z
157483152,Level,105503,3,42990712,2016-10-18T18:02:39Z
157650945,JasonKing,417785,1,11161962,2012-03-31T03:49:20Z
157652566,JasonKing,417785,1,11161962,2012-03-31T04:07:34Z
157772779,JasonKing,417785,1,11171899,2012-03-31T22:26:03Z
157871182,TheDutchMan13,1330847,4,49182927,2017-06-02T04:35:29Z
157877393,MasterOfKittens,454443,1,11178298,2012-04-04T15:53:58Z
158044642,MasterOfKittens,454443,1,11190969,2012-04-05T15:46:02Z
158121723,DennisL,32952,2,13721821,2012-11-02T12:31:08Z
158306436,wrk3,157189,1,11208970,2012-04-07T02:57:15Z
158307010,wrk3,157189,1,11208970,2012-04-07T03:16:15Z
158307494,wrk3,157189,1,11208970,2012-04-07T03:35:10Z
158884502,MasterOfKittens,454443,1,11253189,2012-04-10T14:52:34Z
158884528,MasterOfKittens,454443,1,11253189,2012-04-10T14:52:38Z
159095054,MasterOfKittens,454443,1,11270124,2012-04-11T20:50:46Z
159260836,TheDutchMan13,1330847,2,49210345,2017-06-03T00:58:14Z
159527540,MasterOfKittens,454443,1,11300565,2012-04-14T16:10:13Z
159534651,MasterOfKittens,454443,1,11301137,2012-04-14T16:58:23Z
159550241,MasterOfKittens,454443,1,11302769,2012-04-14T19:30:15Z
159607985,JasonKing,417785,1,11305689,2012-04-15T02:58:57Z
159733266,kweejee,26601,1,11314544,2012-04-15T19:08:06Z
159763253,MasterOfKittens,454443,1,11317385,2012-04-16T00:30:17Z
159764639,MasterOfKittens,454443,1,11317506,2012-04-16T01:18:08Z
160017857,MasterOfKittens,454443,1,11335147,2012-04-17T17:00:26Z
160690141,osmjwh,5084396,4,52430544,2017-09-28T03:50:31Z
161134423,Level,105503,2,42990712,2016-10-18T18:02:37Z
161269231,Level,105503,4,46115930,2017-02-15T18:58:55Z
162575903,Christine_E,1707766,2,26334229,2014-10-26T03:25:26Z
164827888,mvexel,8909,1,11690562,2012-05-24T15:13:02Z
164853655,sterlinggp,687348,2,11694045,2012-05-24T22:36:36Z
164870009,Data411,415250,2,24644537,2014-08-09T23:15:43Z
164919531,erwin6330,479400,1,11696793,2012-05-25T09:38:59Z
165379811,erwin6330,479400,1,11735778,2012-05-29T09:33:28Z
165469597,sterlinggp,687348,1,11743476,2012-05-29T23:06:07Z
165645477,randoogle,245874,2,16932731,2013-07-13T02:53:01Z
166091899,erwin6330,479400,1,11792951,2012-06-04T05:27:07Z
166320144,Noframe,45263,1,11812562,2012-06-06T06:13:59Z
166903204,JasonKing,417785,6,17018839,2013-07-20T01:31:44Z
167062701,maxerickson,360392,5,44399457,2016-12-14T14:48:32Z
167067162,dannykath,2226712,3,31830591,2015-06-08T22:10:04Z
167420802,GPS_dr,117055,2,11901058,2012-06-15T04:14:38Z
168092737,mvexel,8909,3,47213800,2017-03-27T22:01:47Z
169327151,dim,107319,2,12054338,2012-06-29T09:08:09Z
169414481,Wolfram Sobotta,74983,1,12053827,2012-06-29T08:02:56Z
169423052,froginator45,5473271,2,46816733,2017-03-13T15:58:48Z
169423085,Wolfram Sobotta,74983,2,14227876,2012-12-10T16:09:23Z
169423699,dim,107319,1,12054628,2012-06-29T09:45:30Z
169456977,Wolfram Sobotta,74983,1,12057283,2012-06-29T14:41:44Z
169560344,Wolfram Sobotta,74983,2,18602700,2013-10-29T14:45:06Z
169669531,osmjwh,5084396,12,54918924,2017-12-26T01:32:49Z
169711945,GaryOSM,6233864,4,50296895,2017-07-15T01:49:06Z
169907600,mvexel,8909,1,12095214,2012-07-02T23:23:43Z
170060573,mvexel,8909,1,12106569,2012-07-04T05:28:17Z
170183503,mvexel,8909,1,12116633,2012-07-05T05:31:19Z
170183776,mvexel,8909,1,12116633,2012-07-05T05:42:15Z
170831068,torapa,5446055,4,50555981,2017-07-25T11:52:26Z
170847477,torapa,5446055,7,50552560,2017-07-25T10:01:32Z
171472146,Chris Bell in California,194231,1,12212962,2012-07-14T00:44:19Z
172235441,maxerickson,360392,2,44449979,2016-12-16T15:08:13Z
172298536,Natfoot,567792,3,27348030,2014-12-09T03:29:49Z
172344118,mvexel,8909,1,12392962,2012-07-20T21:36:29Z
172543258,mash84121,1501508,3,38213465,2016-03-31T21:47:41Z
172589441,osmjwh,5084396,6,54419511,2017-12-07T03:00:18Z
172589474,OremSteve,2414388,2,48311996,2017-05-01T16:28:13Z
172675378,mvexel,8909,1,12453676,2012-07-23T17:24:29Z
172683331,TheDutchMan13,1330847,5,49209938,2017-06-03T00:02:27Z
172684878,jfackrell,3678312,2,38186886,2016-03-31T03:16:54Z
172843749,mvexel,8909,1,12474962,2012-07-24T19:46:30Z
172848519,mvexel,8909,1,12475707,2012-07-24T20:23:54Z
172876690,osmjwh,5084396,3,52026552,2017-09-14T05:59:04Z
172946094,mvexel,8909,5,46140168,2017-02-16T15:34:34Z
173001386,TheDutchMan13,1330847,2,49209938,2017-06-03T00:02:32Z
173311519,JasonKing,417785,2,17893825,2013-09-17T20:18:03Z
173386242,TheDutchMan13,1330847,2,49210345,2017-06-03T00:58:21Z
173998187,jackwiplock,341359,1,12579087,2012-08-01T21:15:00Z
173998220,jackwiplock,341359,1,12579087,2012-08-01T21:15:05Z
174036703,jackwiplock,341359,1,12581477,2012-08-02T05:53:40Z
174398647,curly_dawg,78490,1,12604757,2012-08-04T03:01:22Z
175078756,mvexel,8909,1,12657675,2012-08-08T14:03:45Z
175092201,Natfoot,567792,2,19755513,2014-01-02T00:46:17Z
175300992,mvexel,8909,1,12671393,2012-08-09T17:53:15Z
175313567,Wolfram Sobotta,74983,1,12672155,2012-08-09T18:50:46Z
175387012,mscalora,450941,2,16598495,2013-06-18T03:51:51Z
175442463,Wolfram Sobotta,74983,1,12680706,2012-08-10T14:20:09Z
176106052,BreckT,2937740,2,42590480,2016-10-02T19:55:09Z
176106079,BreckT,2937740,3,42590480,2016-10-02T19:55:09Z
176713996,mvexel,8909,1,12777412,2012-08-18T21:10:45Z
176874976,TheDutchMan13,1330847,3,49209938,2017-06-03T00:02:34Z
177061589,chadstaten,701339,1,12802625,2012-08-20T23:53:07Z
177066603,PHerison,28378,4,40521754,2016-07-06T13:53:32Z
177068634,midlandsdave,237926,2,46380695,2017-02-24T21:38:29Z
177069520,cashola,1813405,2,19027373,2013-11-21T01:55:29Z
177073835,colindt,2406578,4,26314449,2014-10-25T06:27:18Z
177231444,nemmer,154407,2,12822699,2012-08-22T17:09:09Z
177236093,richlv,47892,2,25760193,2014-09-30T05:31:29Z
177236120,richlv,47892,3,25760193,2014-09-30T05:31:26Z
177323644,nemmer,154407,1,12821875,2012-08-22T14:45:53Z
177338598,nemmer,154407,1,12822355,2012-08-22T15:45:54Z
177359479,nemmer,154407,1,12822699,2012-08-22T17:26:36Z
177378629,midlandsdave,237926,3,46371168,2017-02-24T15:39:21Z
177382919,nemmer,154407,1,12825190,2012-08-22T20:29:38Z
177388714,nemmer,154407,1,12825190,2012-08-22T21:18:33Z
177427999,NE2,207745,1,12828605,2012-08-23T06:04:56Z
178414994,kdidenhover,635699,1,12899399,2012-08-28T23:36:35Z
178910297,Loewenherz315,5216229,3,45610194,2017-01-29T03:43:09Z
179388024,NE2,207745,1,12976052,2012-09-04T02:59:19Z
179388100,Val,65769,2,25403479,2014-09-13T02:56:06Z
179723755,Zgasma,413833,3,48600465,2017-05-11T17:58:59Z
179723781,dale_p,60110,1,13004212,2012-09-06T01:53:23Z
179723806,Zgasma,413833,2,48598154,2017-05-11T16:23:39Z
179723831,Ted Percival,30079,2,17173074,2013-07-31T22:59:20Z
179891492,russdeffner,358440,1,13016623,2012-09-06T22:15:56Z
179903609,amillar,28145,1,13017860,2012-09-07T02:00:01Z
180169093,dchiles,153669,1,13037777,2012-09-08T20:22:55Z
180170303,RetiredInNH,232126,2,13906100,2012-11-17T14:32:22Z
180764556,dchiles,153669,1,13090573,2012-09-13T00:46:08Z
181176746,techlady,104962,1,13124077,2012-09-15T21:49:45Z
181554090,chadstaten,701339,1,13151486,2012-09-18T05:30:24Z
181894189,MasterOfKittens,454443,1,13174944,2012-09-19T19:48:18Z
181918525,MasterOfKittens,454443,2,14879000,2013-02-02T05:08:27Z
182019931,afdreher,1110270,2,28889948,2015-02-16T16:39:38Z
182484958,H4vok,907279,1,13215331,2012-09-23T04:17:58Z
182811309,Ted Percival,30079,2,16876054,2013-07-08T16:46:34Z
182957689,Level,105503,5,48169439,2017-04-26T17:18:21Z
183816081,Level,105503,2,53017477,2017-10-17T17:02:25Z
184275019,Wolfram Sobotta,74983,1,13371589,2012-10-05T11:15:57Z
186072433,mvexel,8909,2,55068237,2018-01-01T01:11:39Z
186589153,carlotta4th,5044820,2,44807453,2016-12-31T14:21:16Z
187614509,dim,107319,1,13623577,2012-10-25T05:45:11Z
188010696,Val,65769,1,13656828,2012-10-28T05:12:50Z
188988290,Val,65769,1,13740733,2012-11-03T23:07:30Z
189324384,bburgon42,151079,2,18206594,2013-10-06T06:06:37Z
189324410,mstingm,2082350,3,46820979,2017-03-13T18:45:43Z
189325381,JasonKing,417785,2,29257922,2015-03-05T03:09:32Z
189326236,Level,105503,2,47045266,2017-03-21T16:49:37Z
189522766,SveLil,47544,1,13785066,2012-11-07T13:03:45Z
190348025,Natfoot,567792,2,20167460,2014-01-23T21:02:38Z
190348050,mvexel,8909,2,29979190,2015-04-04T19:05:53Z
190761728,Wolfram Sobotta,74983,1,13872748,2012-11-14T15:37:33Z
191664820,Jiri Kadlec,224106,4,25121814,2014-08-30T16:42:01Z
192100541,ediyes,1240849,2,31930832,2015-06-12T20:13:41Z
192107174,mvexel,8909,1,13988280,2012-11-22T17:22:15Z
192526070,TheDutchMan13,1330847,3,49210703,2017-06-03T01:51:51Z
192526095,katycat5e,2944411,2,33230440,2015-08-10T04:07:35Z
192619722,somehow_different,162788,1,14027259,2012-11-25T12:02:32Z
192636749,somehow_different,162788,1,14028339,2012-11-25T13:06:32Z
192640534,TheDutchMan13,1330847,6,49209938,2017-06-03T00:02:41Z
192668852,somehow_different,162788,1,14030815,2012-11-25T15:21:36Z
192681045,somehow_different,162788,1,14031980,2012-11-25T16:27:47Z
193698852,Wolfram Sobotta,74983,1,14100657,2012-11-30T16:06:47Z
194574495,maxerickson,360392,2,44423544,2016-12-15T13:23:38Z
194845551,Sundance,239998,1,14181798,2012-12-06T22:57:57Z
194995450,Sundance,239998,1,14191922,2012-12-07T19:14:10Z
194998988,Sundance,239998,1,14192222,2012-12-07T19:47:04Z
195069624,Snapjag,1119754,1,14196870,2012-12-08T09:17:31Z
195072635,osmjwh,5084396,2,51362329,2017-08-23T05:50:15Z
195575134,woodpeck_repair,145231,3,44222125,2016-12-07T03:24:03Z
195582409,Wolfram Sobotta,74983,2,20354781,2014-02-03T15:53:43Z
195938496,Wolfram Sobotta,74983,1,14249824,2012-12-12T14:42:12Z
196943339,mvexel,8909,6,46501936,2017-03-01T19:03:48Z
197807063,ingalls_imports,1137518,1,14379268,2012-12-23T15:12:19Z
197954582,jpgrayson,1160977,2,14395039,2012-12-24T20:59:29Z
197964489,SD Mapman,542403,4,38442438,2016-04-10T04:24:51Z
198283670,Timothy Smith,115918,3,54671625,2017-12-16T05:29:09Z
198549598,osmjwh,5084396,2,51498437,2017-08-28T06:20:30Z
198549624,mvexel,8909,6,47682076,2017-04-12T05:36:50Z
199401813,Timothy Smith,115918,6,54743324,2017-12-18T21:49:58Z
202339109,MasterOfKittens,454443,1,14738722,2013-01-21T21:13:15Z
202341638,MasterOfKittens,454443,1,14738904,2013-01-21T21:27:20Z
202356263,Quiott,1426189,2,16020793,2013-05-07T22:51:47Z
202357982,MasterOfKittens,454443,1,14740330,2013-01-22T00:24:14Z
202360250,MasterOfKittens,454443,1,14740753,2013-01-22T02:17:05Z
202360275,MasterOfKittens,454443,1,14740753,2013-01-22T02:17:07Z
202360300,MasterOfKittens,454443,1,14740753,2013-01-22T02:17:09Z
202360325,MasterOfKittens,454443,1,14740753,2013-01-22T02:17:11Z
202360350,MasterOfKittens,454443,1,14740753,2013-01-22T02:17:13Z
202360376,MasterOfKittens,454443,1,14740753,2013-01-22T02:17:16Z
202362342,dim,107319,1,14741149,2013-01-22T04:27:10Z
202769677,MasterOfKittens,454443,1,14777336,2013-01-25T06:59:39Z
202769702,MasterOfKittens,454443,1,14777336,2013-01-25T06:59:41Z
202769728,MasterOfKittens,454443,1,14777336,2013-01-25T06:59:43Z
202770461,MasterOfKittens,454443,1,14777425,2013-01-25T07:13:59Z
202774775,MasterOfKittens,454443,3,20046121,2014-01-17T07:35:25Z
202774801,MasterOfKittens,454443,3,20046121,2014-01-17T07:35:28Z
202774826,MasterOfKittens,454443,1,14777902,2013-01-25T08:33:45Z
202774851,MasterOfKittens,454443,3,20046121,2014-01-17T07:35:32Z
202774876,MasterOfKittens,454443,1,14777902,2013-01-25T08:33:50Z
202900831,MasterOfKittens,454443,2,14801873,2013-01-27T01:44:16Z
203015194,mvexel,8909,1,14797941,2013-01-26T20:36:21Z
203042808,MasterOfKittens,454443,1,14801873,2013-01-27T01:44:13Z
203042833,MasterOfKittens,454443,1,14801873,2013-01-27T01:44:15Z
203047719,MasterOfKittens,454443,1,14802458,2013-01-27T04:15:35Z
203413293,TheDutchMan13,1330847,3,49209938,2017-06-03T00:02:53Z
203518319,maxprogram2,608784,2,14852434,2013-01-30T20:49:45Z
203839881,MasterOfKittens,454443,2,14879019,2013-02-02T05:14:50Z
203943208,JasonKing,417785,3,14889426,2013-02-02T22:02:42Z
204193869,SD Mapman,542403,3,34400774,2015-10-03T02:54:12Z
205038522,California Bear,28923,1,14992196,2013-02-11T10:18:38Z
205038584,California Bear,28923,1,14992196,2013-02-11T10:18:40Z
205126658,balcoath,74275,8,19696011,2013-12-29T13:37:53Z
205146499,California Bear,28923,1,15001115,2013-02-12T00:19:53Z
205833475,JakePehrson,161853,1,15057215,2013-02-16T22:22:00Z
206240164,Ted Percival,30079,2,17096619,2013-07-26T04:02:01Z
207341825,mvexel,8909,1,15175792,2013-02-26T17:04:01Z
207526715,TheDutchMan13,1330847,2,49209938,2017-06-03T00:03:01Z
207601148,rolandg,8703,1,15199017,2013-02-28T16:47:12Z
208422215,Rub21,510836,1,15258742,2013-03-05T13:48:32Z
208422796,Rub21,510836,1,15258807,2013-03-05T13:55:12Z
208423882,Rub21,510836,1,15258884,2013-03-05T14:04:21Z
208424751,Rub21,510836,1,15258997,2013-03-05T14:16:56Z
208427383,todrobbins,94039,2,25251670,2014-09-05T16:10:33Z
208428254,dannykath,2226712,3,28813077,2015-02-13T04:20:26Z
208431990,jlw_utah,3975917,2,39391192,2016-05-18T05:05:06Z
208433643,Rub21,510836,1,15259942,2013-03-05T15:44:48Z
208434595,bburgon42,151079,2,32196741,2015-06-25T04:42:07Z
208435537,Rub21,510836,1,15260162,2013-03-05T16:02:08Z
208437045,Rub21,510836,1,15260300,2013-03-05T16:14:35Z
208438384,Rub21,510836,1,15260390,2013-03-05T16:23:24Z
208439565,RoadGeek_MD99,475877,4,30977171,2015-05-10T22:39:25Z
208441245,TorCguy,338843,4,26965642,2014-11-23T05:05:12Z
208441271,chadbunn,1058653,3,36691116,2016-01-19T22:50:25Z
208444016,chadbunn,1058653,2,32777417,2015-07-21T13:37:59Z
208449983,Rub21,510836,2,15262011,2013-03-05T18:39:19Z
208450016,Rub21,510836,2,15262011,2013-03-05T18:39:20Z
208456067,cashola,1813405,3,19027373,2013-11-21T01:55:33Z
208456096,PHerison,28378,6,40521754,2016-07-06T13:53:40Z
208466386,RoadGeek_MD99,475877,2,31012075,2015-05-11T17:04:55Z
208466411,chadbunn,1058653,3,35105024,2015-11-05T15:56:58Z
208471336,Rub21,510836,1,15263209,2013-03-05T20:27:49Z
208477496,Rub21,510836,1,15263578,2013-03-05T20:52:25Z
208482402,Rub21,510836,1,15263920,2013-03-05T21:21:19Z
208486722,mvexel,8909,1,15264319,2013-03-05T22:02:27Z
208489317,Rub21,510836,1,15264655,2013-03-05T22:36:27Z
208490308,mvexel,8909,1,15264775,2013-03-05T22:54:00Z
208493024,Rub21,510836,1,15264975,2013-03-05T23:28:38Z
208526649,rolandg,8703,1,15267051,2013-03-06T08:24:54Z
208526826,jacobbraeutigam,1260280,3,33609878,2015-08-26T23:39:45Z
208630120,mvexel,8909,2,41809874,2016-08-30T18:51:45Z
210052567,TheDutchMan13,1330847,3,49209938,2017-06-03T00:03:01Z
211321775,mvexel,8909,2,41780097,2016-08-29T15:10:29Z
212785361,Rellec,880537,5,37961149,2016-03-20T18:27:13Z
213877381,mvexel,8909,1,15540938,2013-03-29T16:45:48Z
214075433,rolandg,8703,1,15547900,2013-03-30T07:35:53Z
215138493,mvexel,8909,2,15588107,2013-04-03T00:05:55Z
215864944,OremSteve,2414388,2,54207576,2017-11-30T15:12:55Z
215881696,Jiri Kadlec,224106,2,36513371,2016-01-11T21:11:12Z
216231353,MasterOfKittens,454443,1,15643687,2013-04-07T17:19:43Z
216259791,MasterOfKittens,454443,1,15647003,2013-04-07T21:04:24Z
216259844,MasterOfKittens,454443,1,15647003,2013-04-07T21:04:26Z
216263312,Aleks-Berlin,85218,2,39337486,2016-05-15T19:18:05Z
216570641,MParthum,1376023,2,26062686,2014-10-14T01:13:21Z
217653541,osmjwh,5084396,3,54895017,2017-12-24T20:20:23Z
217981283,osmjwh,5084396,4,54855644,2017-12-23T03:57:44Z
218670237,Level,105503,4,32834613,2015-07-23T19:13:58Z
219617182,osmjwh,5084396,4,52971781,2017-10-16T05:30:15Z
219712506,psypher,1408127,1,15938631,2013-05-01T21:25:21Z
219956233,foxer57,6900966,3,54223499,2017-12-01T04:45:03Z
220278115,TheDutchMan13,1330847,6,49210345,2017-06-03T00:58:36Z
220592114,egore911,8764,1,16046947,2013-05-09T12:16:21Z
220607628,Jiri Kadlec,224106,2,25066046,2014-08-28T04:59:14Z
220747888,Edward,364,4,52311598,2017-09-23T18:51:49Z
220747913,MasterOfKittens,454443,2,16089424,2013-05-12T04:54:17Z
220791833,KristenK,1494110,2,19026213,2013-11-20T23:45:04Z
220795861,Level,105503,4,48342092,2017-05-02T17:34:58Z
220797618,MasterOfKittens,454443,1,16072224,2013-05-10T21:57:22Z
220799802,MasterOfKittens,454443,1,16072507,2013-05-10T22:27:16Z
220903511,MasterOfKittens,454443,1,16081682,2013-05-11T15:24:33Z
